time,BDOT,RAIN,TS,SMELT,SUBLIM,SRHO
2/1/1981,4.410228492,0,260.1604167,0,0,125.2200668
2/2/1981,5.074920745,0,261.9729167,0,0,127.7625243
2/3/1981,13.82471651,0,259.8166667,0,0,122.917567
2/4/1981,12.85164477,0,260.7541667,0,0,118.4331897
2/5/1981,4.026959818,0,260.0041667,0,0,115.7862805
2/6/1981,26.53662013,0,262.24375,0,0,119.5552647
2/7/1981,0.857026458,0,251.65,0,0,125.4423334
2/8/1981,0.103106592,0,248.0041667,0,0,128.9838416
2/9/1981,2.490602714,0,260.0875,0,0,131.9683326
2/10/1981,5.970883438,0,257.8479167,0,0,128.7404101
2/11/1981,2.447264292,0,247.2333333,0,0,118.9333555
2/12/1981,0.331953595,0,236.8479167,0,0,120.0190218
2/13/1981,0.502873007,0,236.2125,0.016478931,0,121.3319349
2/14/1981,1.021110758,0,240.9208333,0,0,122.8449875
2/15/1981,0.130797818,0,226.3479167,0.033007447,0,124.8968242
2/16/1981,3.418928079,0,245.2854167,0,0,123.9252324
2/17/1981,0.815210375,0,238.68125,0,0,120.6973602
2/18/1981,0.79966048,0,241.9520833,0.021348081,0,122.4999067
2/19/1981,1.449351976,3.39E-18,251.4833333,0,0,109.2466419
2/20/1981,0.190606551,3.60E-18,246.0458333,0.061007687,0,113.5177526
2/21/1981,3.21385302,0,255.275,0,0,115.7080751
2/22/1981,1.639834197,3.39E-18,247.1083333,0.006872825,0,110.9778836
2/23/1981,1.09189748,0,246.275,0.039787345,0,115.5358086
2/24/1981,3.155521187,0,256.0041667,0,0,116.5719898
2/25/1981,1.88683111,0,259.0770833,0,0,119.2249821
2/26/1981,2.611857859,1.06E-19,260.61875,0,0,122.4153522
2/27/1981,2.512504216,2.71E-17,258.3791667,0,0,124.3614682
2/28/1981,2.317667857,0,258.2958333,0,0,126.9583396
3/1/1981,2.801239808,0,259.0041667,0.031644725,0,130.1582193
3/2/1981,10.44376756,0,260.7229167,0,0,127.1370182
3/3/1981,2.637007824,0,253.36875,0.040562796,0,111.9069599
3/4/1981,6.483735506,0,251.5458333,0,0,110.8678658
3/5/1981,0.836045137,0,255.8375,0.059505476,0,104.7864684
